actor,public_commits,total_commits,is_org,n_repos_2025
ebchin,38,38,False,2
Joyline-Rencita,51,51,True,2
1Bernard,38,116,False,2
mjsamaha,452,515,False,3
sjennings,7,28,False,2
nordeim,637,637,False,9
xushiwei,850,850,False,5
eyck,185,222,True,5
Swakshan,29,30,False,2
shivanshtanonwork,58,111,False,3
vgsanjaykumar,16,16,False,3
wyc-26,174,174,True,2
mattwright324,13,13,False,3
ikyyyofc,6,6,False,2
utkarshsingh004,34,34,False,2
gg582,1373,1373,False,2
sooyaaabo,208,208,False,3
SaltyAom,372,409,False,4
theEvilReaper,33,97,False,4
arturogj92,7,7,False,5
wajeht,1544,2369,False,2
Dharmendra59,4,4,False,2
thornxyz,47,53,False,2
antarxo,292,292,False,2
set-soft,15,15,False,2
honeok,196,196,False,5
abhub23,116,154,False,5
jeremyash,77,77,False,2
simo5,86,127,False,2
RafaelApfernandes97,12,12,False,2
tahazz5,36,36,False,2
Vansh-Pandey,110,110,True,2
SasinduDilshara,19,19,False,2
CalvinWilkinson,75,75,False,4
Marinaesra,13,13,False,2
ounsworth,183,183,True,2
iondrimba,3,3,False,2
teddyphreak,62,73,False,4
daniel18acevedo,6,6,True,2
alexander-topilskii,88,141,True,2
lpil,322,322,True,6
Chowdary-Hari,33,33,False,3
makrus636,5,5,False,2
sequencemedialimited,991,991,False,14
niralikumari25-ctrl,14,14,True,2
albanobattistella,65,65,False,3
jjonny00,25,25,False,2
Thanh8804,7,7,False,4
HarrisonWAffel,3,17,False,3
xdainz,79,81,False,2
kachick,358,358,False,2
istiyak1264,4,4,False,3
anikaa20,10,10,False,2
kelsos,457,515,False,3
MidHunterX,261,399,False,2
AckerApple,8,8,False,2
griffisben,161,161,False,3
dwoz,162,162,False,3
alexskr,43,51,False,2
Jackcuii,42,42,False,2
IxiAngel,43,43,True,4
dimitri,47,47,False,2
chatunitycenter,3,3,False,2
yury-s,150,150,True,3
Nazarovv676,31,31,False,2
PaulPPS632,21,21,False,3
Kevin5621,260,675,False,2
anano303,433,433,False,3
vishwanaths,15,15,False,2
netchampfaris,111,111,False,2
punitkatiyar,54,54,False,2
fire8327,286,286,False,3
dennisschagt,38,38,False,2
RajSen17,4,4,False,2
ohsemdomain,139,139,False,2
LeeSangHyeok0731,281,288,True,5
NicholasTechmoverai,216,216,False,2
castey,33,33,False,3
jodydonetti,51,51,False,2
mayel,843,843,True,15
SebastianOso,53,53,False,3
tico88612,17,31,False,2
svc-secops,52,52,False,12
nicholasgriffintn,331,635,False,2
ivan-kalachikov,16,16,False,2
tud8951,9,9,False,2
leegeunhyeok,225,236,False,3
pavlikamoiani,6,6,False,2
shirayu,1042,1042,False,7
yonggekkk,86,86,False,4
Juknum,92,144,False,2
sandydoo,467,538,False,3
stephdewit,45,45,False,2
ChaseHCS,47,47,False,2
fullwall,78,78,False,2
chethana-shastry-p,4,4,True,2
alexvladimirovich888,64,64,False,2
derf,316,316,False,2
j23414,36,44,False,3
darksidelemm,88,88,False,2
DavidRC-Projects,62,62,True,2
Terabithia1572,138,138,False,2
NganeEmmanuel,14,16,False,3
izzaalfiansyah,72,101,False,3
omkarkhatavkar,8,8,False,2
leejunho12316,61,61,False,2
pejmantheory,200,200,False,3
lee6097,3,3,False,2
jkobject,102,144,False,2
LorenzoBettini,224,224,True,2
devakashsharma,18,18,False,3
20255-CM-055,24,24,True,2
sadiksaifi,124,536,False,2
JosueDanieLB,82,82,True,2
cbatista8a,13,14,False,2
YmaIneo,9,9,True,7
xiangfeidexiaohuo,987,987,False,7
AlwaysZakzz-Dev,15,15,True,2
ilanashapiro,6,6,False,2
jayree,185,185,False,2
KrysztofN,4,67,False,2
Ultraluxe25,8,57,False,3
marineAqu,78,78,False,2
IFAD-Association,33,33,True,2
Irishumanoid,23,23,False,2
nikhil-9971,295,295,True,2
fmeum,158,176,True,4
guineveresaenger,99,99,False,2
VKKKV,316,316,False,2
scottslewis,253,253,True,2
jesronstark,2324,2324,False,4
matsch1,9,9,False,3
erwan-legoff,20,20,True,2
suxutao,55,55,False,2
laurindocbenjamim,111,111,False,2
Kaiserdragon2,87,87,True,3
Hasan-M-Ismaiel,22,22,True,2
carolyne11,22,22,False,2
sjnims,393,393,False,2
cfryerdev,4,4,False,2
kimyoungho010311,39,39,False,3
RylanBot,56,74,False,3
deafwired,10,12,False,2
erickmerchant,180,180,False,3
dennisdoomen,28,28,False,2
Xhunter101,3,3,False,2
notarkhit,60,60,False,2
pegakmop,200,200,False,2
Andrea1395,873,873,False,3
Hoeze,16,16,False,2
isseis,1014,1014,False,2
Alexandre1313,35,35,False,3
vishnukumarkvs,5,5,False,2
RaiAraujo30,20,32,False,2
dancxjo,1265,1265,False,2
marco19-sketch,23,23,True,2
dariush-g,117,117,False,2
BlacIP,54,54,False,2
kou,307,307,True,11
ivan-velikanov,15,16,False,3
iMicknl,36,57,False,2
akeotaseo,232,247,False,2
guessmesome,9,9,False,4
alithethird,51,51,True,2
yndajas,85,123,False,2
HalvorHaugan,152,152,False,2
ficrammanifur,378,378,False,2
Korban88,57,57,False,3
jEseeP1nkman,33,33,False,2
cyrilvarghese,72,73,False,2
JoeMatt,1439,1472,True,3
AndrewDyomin,103,103,False,2
rlynjb,34,34,False,2
jkroepke,275,275,True,10
Juhye0k,362,388,True,3
joaozacchello08,5,5,False,2
MathewKJ2048,229,229,False,2
lucgei231,176,176,False,3
GabGStein,18,18,False,2
PriorThought,121,121,False,2
petelmahetab,111,111,False,3
LevN0,6,6,True,2
anuragbhonsle,43,82,False,2
Priyankasaha20,30,30,False,2
HuntingtonPanda,19,19,False,2
shotacurtisruo,3,21,False,2
tylerriccio33,54,54,False,3
NishchayAnand,55,55,False,3
refact0r,235,267,True,4
msynk,76,76,False,2
bordenet,3145,3291,False,3
AnupamaSarjoshi,7,7,False,2
ertgl,437,569,False,5
Olegmods,6,6,False,2
ostafford,84,84,False,3
skoove,59,59,False,5
panxiaogong,140,140,False,2
HaidarRamdhani,326,326,False,3
fxhxyz4,60,121,False,2
chaan12,26,26,False,2
Shubham-2122,219,219,True,5
The-Chosen-One-O5,13,13,True,2
ArnavK-09,100,139,False,5
kigredns,21,21,False,3
xsscx,440,440,False,3
b00f,18,119,True,4
JonPGH,399,399,False,4
joaquinbejar,512,950,False,2
dpinney-nreca,8,8,False,2
mihxil,34,710,False,5
scouten,117,117,False,7
KoyebApp,207,207,False,4
BarraSantiago,40,40,False,3
vkassingh,45,80,False,5
manisha-13-code,28,28,True,3
colinhacks,225,225,False,2
fainnerramirez,135,135,False,2
RodLider,53,53,False,3
dakjen,211,211,False,2
nathan-hook,13,13,False,2
las-r,206,206,False,4
nater1983,303,317,False,2
AlexBond2,248,248,False,4
hong0980,211,211,False,2
Long-Hold,455,507,False,3
huncozyboy,88,88,True,2
arm61,31,131,False,3
utas-raymondng,260,260,False,2
yunji0387,68,68,False,2
OmniWildcard,290,290,False,2
jdduprey,344,344,False,2
Sylvester-Dsouza,93,93,True,2
gioliviusa,111,111,False,2
phnthnhnm,200,207,True,2
Ricardouchub,49,49,False,2
shaik-byte,19,19,True,2
s-a-b-i,45,45,False,2
flankbot,835,835,False,8
m-bull,48,93,True,2
Sniperznate,9,9,False,2
Xamidullo07,4,4,False,2
drahnr,8,66,True,2
KelseyProgrammer,49,49,True,3
Misha12,8,8,False,3
egp4aq,3,3,False,2
dolong2,24,24,False,2
HarleyVader,58,58,False,4
jluszcz,290,290,False,3
lalewis1,65,65,False,2
LightOfHeaven1994,72,75,False,3
chaeyun-sim,434,434,True,2
drwho495,16,16,False,3
ciscocarvalho,17,17,True,2
basgroot,21,21,False,2
ljnelson,21,21,False,4
fralch,78,100,False,2
alquileresweb,41,41,False,2
opencodes,104,171,False,2
RikkiGibson,92,92,False,2
sakamoto0508,421,421,False,2
jpb896,58,58,False,2
FranciscoLozCoding,321,376,True,2
marketcalls,237,768,False,3
Anujmishra2005,12,12,False,3
knix008,909,909,False,2
seunghyun-you,13,13,True,2
Daan-25,147,147,False,3
wiemanboy,39,39,False,2
SatoryKono,2528,2528,False,2
Seony-Y,15,15,False,2
horaciovelvetine,33,61,False,2
otobong23,106,106,False,2
iraabbott,10,13,False,3
Alexandr0w,69,69,False,2
Jerry4424,4,4,False,3
HEMAKESHG,8,8,False,3
boonyanone,50,50,False,2
mindcoree,56,56,False,2
kkhuu131,3,34,False,2
rnihesh,16,264,False,3
arilamstein,93,93,False,2
agussangui,39,39,False,2
holy-niklas,68,68,True,2
commeta,207,207,False,3
Shondarzer-Taroka,4,4,True,2
iliapolo,481,481,True,2
simon0302010,189,305,False,2
KarshBa,173,173,False,2
chiisen,925,925,False,3
marina-medeiros,9,9,True,2
fab1o,496,496,False,3
owaisnadeem18,118,118,False,2
Girv98,44,44,False,2
kristus123,23,39,False,2
popoolafaith4226,7,7,False,2
UtilityDD,615,615,False,2
RamezCh,5,19,False,2
yichya,33,34,False,3
jc-773,20,25,False,2
elyashium,118,129,False,4
akash-kumar-biswas,65,65,True,2
JustBecerra,69,69,False,2
EunbinJung,17,17,True,2
mmeister86,49,49,False,2
GarmashAlex,35,35,False,3
htuananh1,115,115,False,2
Kesomannen,161,183,False,2
bale231,151,151,False,2
SHIVA9964599018,13,13,False,2
tayjaybabee,207,207,True,2
adenzler-nvidia,289,289,True,2
AndrewASUS,36,36,False,3
IanButterworth,68,201,False,5
VarunB453,42,42,False,2
danielafgouvea,34,34,False,3
georgethebeatle,3,3,False,2
MARIELAGALV,115,115,False,3
fardin-developer,90,134,True,2
iLLiCiTiT,1076,1076,False,2
danielvartan,468,548,False,4
dedicatus0,12,12,False,3
j1nxie,9,11,False,2
stronnag,7787,7787,False,2
Thenemex,182,182,False,2
ArtemVetik,81,86,False,2
dysthesis,511,511,False,4
hasanm4-6,32,32,True,3
Roo0nnie,7,7,True,2
Not-have,60,60,False,2
HardikMarlapudi,54,54,False,3
shageman,11,11,False,3
ivuorinen,95,498,False,4
ctessum,200,364,False,10
senuja-ai,82,82,False,2
ChrisLauinger77,184,184,False,4
manuflores,8,8,False,3
TsFreddie,207,220,False,2
alexis-via,79,79,False,2
Cornflakes1009,25,25,False,2
Bili-Sakura,711,895,True,2
hongmono,87,87,False,2
MistEO,1010,1010,False,3
hamlsy,304,416,True,2
radoslawg,196,196,False,2
behinIndustrialGroup,298,298,True,2
mektogon,18,18,False,2
vitalyiegorov,509,1235,True,2
marcionavarro,18,25,False,3
filippodanesi,195,195,False,2
raushgit,966,966,False,2
rlaskarb,76,76,False,2
davidrynes,34,34,False,2
clxxiii,8,19,False,3
djatlasv,99,99,False,2
simbit18,248,248,False,3
araaa262,431,431,False,3
leowzz,69,69,False,2
xC0dex,112,116,False,2
ChrisRackauckas-Claude,62,62,True,3
rmarti55,52,52,False,2
m004ka,5,5,False,5
ENAC-Robotique,39,39,False,3
haiodo,230,316,False,2
ashrv12,79,79,False,2
yjgaia,11,12,False,3
cw-roy,3,3,False,2
jizero1,232,232,False,2
twhsu-stanley,100,100,True,2
lucatume,15,144,True,2
pkarw,262,308,False,2
wangtong627,25,25,False,2
zuanshijia,21,21,False,2
vivekrnv,3,13,False,2
kzrnm,162,162,False,2
Sheepyboy44,3,3,False,2
LittleWoodsy298,16,16,True,3
Fan-tome14,51,51,True,2
ubugeeei,772,958,True,3
slacorazza,4,4,True,2
AnHeuermann,127,127,False,2
rmsmech,449,501,False,3
haesongkk,78,78,False,3
ntnyq,223,351,False,3
thatgurkangurk,234,263,False,3
aravinnndddd,8,97,False,3
glafratta,110,167,False,2
M1XZG,5609,5696,False,3
sothx,125,153,False,2
furkanmeclis,16,16,False,2
CognitionIES,24,24,False,2
MontrealAI,2063,2063,False,2
vince-leaf,116,116,True,2
kateinoigakukun,300,300,False,4
tatzelbrumm,60,60,False,2
Jintao-Huang,158,158,True,3
lvhan028,31,31,False,2
darshantalati23,4,4,False,2
acevod,65,65,False,2
Durgarao1215,3,3,False,2
ljoukov,1069,1133,False,2
JuanBonadeo,131,131,False,2
VenkeyBoda,110,110,True,2
0xilis,3,3,False,4
pilliprashant,7,7,False,2
No4hh4oN,62,62,False,2
TjasaZil,22,32,False,2
pepopo978,56,56,False,2
chitraa-cj,25,25,True,2
CarlosAlbertoJunior,3,3,True,3
DanySK,136,221,False,9
Rakesh-kumar-2005,140,145,True,2
Vivekdesai25,53,53,False,4
Bawnorton,23,23,True,2
bezalel6,27,50,False,3
osalomaoleme,22,22,False,2
jmulliez,63,63,False,2
Nisschhal,100,100,False,2
bigFayer,5,5,False,3
eekrain,405,525,False,2
MelanieTheLion,128,128,False,2
Will-Scheirey,146,148,False,2
dunt21,7,19,False,2
njainmpi,48,53,True,2
Azat228,18,18,False,2
kmahern,83,83,False,2
rysweet,2311,2311,False,4
Christian80089,76,76,False,2
m-oka-system,216,216,True,2
3620603660,40,40,False,2
SolarismAl,8,8,False,2
FLIzze,8,8,False,2
yuriao,9,9,False,2
ppalaga,110,110,False,3
Aliph0th,39,49,False,2
foxtacles,88,100,False,2
ShunjiHashimoto,3,24,False,2
jlaiii,54,54,False,2
STellez71124-UC,95,95,True,3
idrissdenou,4,4,True,2
Zinc4,4,4,False,2
Gacko,263,263,False,7
jlc-nisaacman,32,32,True,2
jooyounghan,113,113,False,2
pranavsirsufale,28,28,False,2
mhahl,105,105,True,3
sabrine33,84,84,False,2
milenaa052,8,8,False,3
max10788,483,483,False,3
abmisx0,42,46,True,3
junkdog,282,282,False,2
MuriloMir,7,7,False,7
Anupsimha,23,23,False,2
dominikb1888,22,42,False,2
toasa,198,198,False,2
sabonerune,21,23,False,2
AbhayanandPandey,8,8,False,2
Gisleudo-Cortez,10,10,True,2
AstraBert,355,577,False,2
castastrophe,28,28,True,6
DinoChiesa,214,214,False,4
nukeador,358,358,False,3
mouzedrift,22,22,False,2
Darrylwin,106,315,False,2
tylub001,10,10,False,2
philnik777,98,98,False,2
mads2570,50,50,False,2
thegoodduck,123,127,False,2
sameerbudhiraja,30,45,False,2
seohokim-hoya,133,133,True,2
bamart-dev,5,5,True,2
eacdc,288,288,False,2
olamidde,18,18,False,2
edcsnt,46,60,False,2
BlvckBytes,477,486,False,2
mustafayelmer,45,45,False,5
Abel9436,50,50,False,2
HimadriChakra12,401,401,False,2
trheyi,671,671,False,2
LouiseHsu,6,6,False,2
FrozenSync,22,35,False,2
mydea,53,53,False,2
Angell6991,66,70,False,3
armanisadeghi,1830,1830,False,2
mikaolmes,91,91,False,2
egaeuni,52,54,True,4
wilfred05777,18,18,False,2
galwifhat,19,19,False,5
jinoc-git,139,139,False,2
simon1400,271,271,False,3
MoinHasanfatta,7,7,False,2
TheAngryByrd,42,42,False,3
webuilddeveloper,53,53,False,5
1DeliDolu,174,496,False,3
LisandroGG,76,76,False,2
kaloan,18,18,False,2
IoTeacher,216,216,False,2
MJay1123,348,348,False,2
sawalk,111,111,False,2
marc2k3,180,180,True,5
vlboiko,87,87,False,2
alirazi1992,9,9,False,2
meraviverma,4,4,False,2
erhabot,9,9,False,2
spytheman,253,257,False,4
nbolton,73,73,False,2
painzy740,3,3,False,2
ridhimabrb,4,4,False,3
AlvaroXC,11,11,False,2
Grant-Giesbrecht,37,49,True,3
rix0rrr,176,176,True,2
pruszel,16,16,False,2
trystandj,57,57,False,2
abraaogg,55,55,False,3
techwithanirudh,824,911,False,2
standardgalactic,673,673,False,7
pkgdemon,227,279,True,3
brianvarren,6,8,False,2
snnn,21,21,True,2
TomBonness,16,19,False,2
scytherma,6,6,False,2
Nobiyukiiii,26,26,False,3
nedjmaou,50,50,True,2
its-ashu-otf,16,16,True,2
KevinNitroG,940,943,True,3
kel-mo,79,79,False,3
taene,33,33,False,2
linobollansee,115,115,False,2
jangsh7,75,75,False,2
mdh1418,24,24,False,2
SaumitraLohokare,59,65,False,2
yinyajun,17,17,False,2
Vishalrathod8788,70,70,False,2
susankanana,56,56,False,2
injoyai,205,205,False,4
MohammadShujaullah,287,287,False,2
pranshu3099,81,81,False,2
KuekHaoYang,127,136,False,2
rudrankriyam,1684,3050,False,3
Jay-pn34,3,3,False,2
Virapub,7,7,False,2
shssoichiro,180,180,False,7
timoore,58,58,False,2
feroxx,16,16,False,2
NxtGenDevVI,59,59,False,2
Noudi72,39,39,False,4
duttonw,41,43,True,5
Jeova-1704,6,6,False,2
velomovies,53,53,True,2
nodiscc,548,548,True,8
teddyxiong53,14,14,False,3
mmomtchev,173,173,False,15
adrianc1,598,613,False,2
msaranya29,17,17,False,2
AndrewCromar,677,708,True,2
rulingAnts,102,102,False,2
Vishal-Nishad,274,274,True,2
tareksamy196,9,9,False,2
daniebeler,64,167,False,4
faustyna77,9,9,False,2
fire,881,881,True,5
JamesMoreau,419,419,False,2
xwyjc,36,36,False,2
onmax,393,1212,False,6
teutoburg,380,385,False,4
ivkovalevv,56,56,False,2
rwest,151,153,False,3
SnailW,215,215,False,2
clambin,41,41,False,3
roldriel,3,3,False,2
vamseeachanta,3538,3538,False,3
Tom-van-Woudenberg,563,563,True,8
NotRyken,95,95,False,4
hadilyahi,20,20,False,2
heroinesy,57,57,False,2
jecisc,755,755,False,2
K-KY,250,278,False,2
malbiruk,152,281,False,2
aderidder,17,17,True,2
fcdmoraes,18,18,False,2
dfalbel,168,182,True,3
dimkoug,3,3,False,2
SamuelBarb0,188,188,False,2
LokeshAlli21,18,18,False,2
mathieucarbou,308,440,False,8
gmxch,213,213,False,2
JozefRivest,6,11,False,2
Ishan1012,102,103,False,2
hcarlens,54,54,False,3
tobymao,86,86,False,2
LisaS7,206,206,False,2
pdsen-ci,275,275,False,2
MateusDSL,9,9,False,3
developerkunal,23,34,False,4
akariv,261,288,True,3
miklezzzz,49,49,False,2
TomWambsgans,239,239,False,3
PonderSlime,3,3,False,2
hasanhabibmottakin,97,97,False,3
masoud-moghini,4,4,True,2
StackOverflowExcept1on,33,67,False,2
tannerdolby,25,25,False,2
Athenavar,12,12,False,3
kojesung,351,354,True,4
OwnHub-Network,1210,1210,True,2
chidozieononiwu,139,139,False,3
boringethan,208,208,False,2
phil65,2396,2396,False,5
rxghavc,17,25,False,2
mostafa-meerzad,6,6,True,4
etu,529,529,False,3
Soulter,173,601,False,6
yennanliu,431,537,False,4
initialxy,65,65,False,2
tomiwa-adelae,310,310,True,2
mesanjusk,108,108,False,2
karthikeyan28d,3,3,False,3
FunTimeCoding,460,460,False,2
amrkmn,315,315,False,2
efram2,9,9,False,2
confluence,51,71,True,2
nathanielpierson,262,262,False,2
micycle1,139,143,False,2
huynhthaitu124,32,32,False,2
mtaillefumier,6,6,False,2
ArturSepp,40,40,False,4
kenjiuno,108,108,False,4
JacksonWeber,35,35,True,3
medvednikov,224,664,False,2
dlchdaud123,63,63,False,2
douglarek,36,120,False,3
petrarca,38,38,False,2
nichtich,376,376,False,3
ArtemSBulgakov,123,123,True,3
evilusean,1286,1286,False,3
Manikanta420m,173,301,False,2
maksimmerkulov,454,454,False,3
kaminskaz,57,57,False,2
Ethan-JZ,17,17,False,2
vb2007,501,535,False,2
matyo91,81,205,True,2
tao12345666333,19,153,False,3
winhtuan,120,120,False,2
scthornton,165,208,False,3
NYCDOB,3,3,False,7
jlynne2004,70,70,False,2
Arasteh,71,71,False,2
PunkerGhoul,125,125,False,2
zeyadwaled25,41,41,False,3
LanzamientosEspaciales,54,54,False,2
mindscope-world,11,32,True,2
fabriziosalmi,1287,1287,False,3
jeffyanta,201,201,True,3
netteNz,29,29,False,2
Sudenazkaranfil,4,4,False,2
chvg1968,74,74,False,3
Aaidt,109,163,False,2
teakyungg,125,125,True,2
jan-janssen,1037,1037,True,17
CNSeniorious000,53,104,False,2
zakaria-zoulati,74,104,True,2
abdullah956,18,18,False,6
raddevus,399,399,False,4
m1a2st,9,9,False,3
chcg,37,37,True,2
codewiththeflowxyz,158,158,False,2
ed-donner,1686,1686,False,2
Joycemasalla,18,18,False,3
raac09,113,113,False,4
JulesDebeaumont,304,339,False,2
ajoossharma,3,3,False,2
fxwiegand,90,121,True,4
bdwidhalm,66,66,False,3
McauleeMaddison,103,103,False,2
andrew-grechkin,237,237,True,2
ok,24,24,True,2
gabasjrtrcd,4,4,False,2
shahvalizadehmaryam,8,8,False,4
hongsonitptit,1549,1549,False,2
kjhgme,25,25,False,2
beatrizbramont,11,11,False,2
ohiayame,18,18,False,3
SPraveeen,112,112,False,2
GlenCorreia,7,7,False,2
shuji-bonji,407,436,True,3
nojaf,365,365,False,2
pstasiak2000,89,89,False,2
MdAjharulIslam,435,435,False,4
paulowh,11,18,False,3
DinDing1,23,23,False,2
RealNattawattHongthong,1276,1315,False,2
xialing95,102,102,False,2
mccright,225,225,False,3
sefinek,2188,2188,False,8
geronimoarteaga,298,298,False,2
sphericle,44,130,True,4
chrede88,646,800,False,2
grishka,115,115,False,2
mmalmi,384,384,False,2
Nillocoelho,31,31,False,3
erencice,14,14,False,2
ia74,35,41,False,2
miguelrt29,22,22,False,2
JeongDay,90,90,False,3
Ernestogit1,4,4,False,2
Alaysa23,5,5,False,2
N0NB,25,25,False,2
HOPARKSUNG,4,4,False,6
nikomain,46,46,False,2
dipankar049,56,56,False,2
OleHolmNielsen,126,126,False,2
NavneetHegde,95,95,False,2
Mungert69,75,635,False,5
sneshev,174,183,False,2
navneeth,792,795,False,2
mhschmieder,69,69,False,5
bharatlal124,5,5,False,2
dlh01,10,10,False,2
AspadaX,229,229,False,2
uyukigakata,3,3,False,2
SantiagoRR2004,859,859,False,2
mwiewior,154,197,False,2
lucsfn,47,48,True,3
mateusmacedo,7,10,False,2
chri6tina,63,63,False,3
Amal-Krishna-2024,10,10,True,2
OatsCG,1756,1756,False,2
babulmirdha,4,4,False,2
OGsan-zo,138,319,False,2
fizzahfaizi21,13,13,False,2
adnfutuh,3,3,False,2
desruisseaux,61,61,True,3
SomeoneElseOSM,5,5,False,2
harshwarghade22,40,40,False,2
joejenett,715,720,False,3
letYuchan,11,11,False,2
lsk567,399,441,False,2
fmascena-dev,5,5,True,2
sagar-rj,3,3,False,2
hwarang97,81,81,False,2
anicoll,156,156,False,2
Ne00n,19,19,False,2
zsjon,5,5,True,2
knight-456,3,3,True,2
araeLaver,448,448,False,3
rjodinchr,32,32,False,4
Anandshakya6398,10,10,False,2
Burhanverse,221,224,False,4
henriquesilvaprimme,51,51,False,5
jIab-b,131,131,False,2
theinhumaneme,45,45,False,2
Surya0629,20,20,False,2
artrixdotdev,229,229,False,3
dalesgit,301,301,False,5
kyrylo-om,22,22,False,2
comengdoc,144,144,False,2
lethinhhung,25,25,False,2
MarkCallow,54,54,False,2
LandonDoyle7599,11,11,False,2
2507ayush,5,5,False,2
riknoll,166,166,True,2
Bloodaxe90,38,38,False,3
vanous,75,75,True,2
WorkingRobot,510,530,False,2
santi-rios,19,20,True,6
ypriverol,1719,1764,True,7
AryanBhimani,194,194,False,2
laraschrodt,4,4,False,2
shabinx30,217,217,False,3
pitabwire,805,1809,False,4
warriorstar-orion,25,25,True,2
kunalkoshti,96,96,False,2
craigfahner,60,68,False,2
lukaswrz,52,53,False,5
bidhuripriyanshu,206,206,False,2
douglowder,160,204,True,3
adityathebe,384,447,False,6
magentapenguin,19,85,False,3
aktamilbe,27,27,False,3
dvconsultores,103,103,True,3
jorritvanderheide,166,172,False,2
DirsanA,5,5,True,3
mctata,64,83,False,2
sayer,8,8,False,2
matwin04,63,65,False,4
francogb98,32,32,False,2
LisaMandarin,24,24,False,2
JaceLabs,23,23,False,2
sanderegg,29,29,False,2
sibirrer,90,90,False,2
Zyx-2012,38,38,False,2
tejasvinidhoble,88,88,False,3
danielnachun,386,386,False,7
MatteoEneaBianchi,7,7,False,3
Jenna-66,9,9,False,2
stonebig,94,94,False,2
ImShyMike,347,389,False,2
alexandrecoin,104,105,False,2
hariharen9,122,222,False,2
NaritaShosei,280,505,False,3
ChrisChasm,193,193,False,2
emrdl7,28,28,False,2
dargudear-google,3,3,True,2
Ayushkr7380,3,3,False,3
chungyc,3,3,True,2
falken20,28,36,False,2
AdityaGarg8,152,152,False,5
rafaellindemann,144,154,False,6
DUSHYANT2026,153,153,False,2
jhaaaa,179,182,False,2
edibotopic,233,269,True,4
zaneschepke,172,172,False,2
k-nizy,113,113,False,2
uzoolove,199,199,False,3
Nikhil2457,6,6,True,2
molvqingtai,14,71,False,2
NoaSecond,172,189,False,2
erikjee,53,62,False,2
Dhanush2398,30,30,False,3
rohansatapathy,12,12,True,2
SeongGino,11,11,False,3
RRRR623,5,5,False,2
JustSadSock,5,5,False,2
xenodium,151,555,False,2
digicope,4,4,False,2
AnthonyHerman,122,122,False,2
iozsaygi,103,103,False,2
LindseyLily,28,28,False,2
lawalthb,7,7,False,2
Davidsondp,202,202,False,2
bresilla,8835,8836,True,6
CsakiTheOne,96,96,True,3
pandalee99,11,11,False,2
Irnnft,32,32,False,2
HitsujiNeko,71,71,False,2
mnriem,75,122,False,2
svilupp,43,43,False,2
betmma,109,109,False,2
yczhang-nv,18,18,True,2
Fauxdono,549,549,False,2
bznein,33,33,False,2
roba7o,4,4,False,2
NutchaponSr,62,62,False,3
sungminiioo,516,516,False,2
miohtama,1249,1249,True,2
En0Ma1259,32,32,False,2
GuiJaeke,6,17,False,2
md-anas-sabah,8,8,True,3
KajalLad1206,4,4,False,2
RajeshNagar701,96,96,False,4
willghatch,185,185,False,2
avilagaston9,47,47,True,2
nictjh,25,25,False,3
mahnoor62,186,186,False,3
guihkx,81,83,False,5
jaaaaavier,558,558,False,2
stevengj,133,133,False,2
fuma-nama,505,505,False,3
KazuCocoa,226,226,False,7
dvir001,113,113,True,6
MichalWronskiMW,18,18,False,2
UserUnknownFactor,34,34,False,3
ankitgahlyan,71,71,False,2
Valkryst,21,24,False,10
vegano1,26,26,False,2
kaylareopelle,124,126,True,3
Salauddin-Ahmad,43,43,True,3
Gymnasiast,195,195,False,7
martinKochadampally,12,12,False,2
woolisbest,17,17,False,2
eseegm97,98,98,False,2
ziadhany,63,73,False,4
tardis4500,123,123,False,2
pacmanboss256,56,56,False,2
Vyachowski,285,285,True,2
brown9804,514,539,False,5
matheusf30,106,106,False,2
BradHutchings,82,82,False,2
benhammondmusic,17,17,False,2
gary5876,19,19,False,2
rohitbhardwajj,34,35,False,2
Correia-jpv,8672,8672,True,42
10nayan,6,17,False,2
scoutrul,144,144,False,2
dujiajun,79,80,True,2
Portisch,143,143,False,2
donaemeka,11,11,False,2
AustinKelsay,916,1240,False,3
res-life,16,16,False,2
WardPearce,804,804,False,2
simatec,47,47,False,2
dmunoz05,6,6,False,3
rafael0117,48,48,False,2
go-tiger,894,894,False,3
alecxander567,286,286,False,2
kss2002,481,587,False,2
Leod3c11,117,117,False,3
seleb,20,20,False,2
Saksham091,17,17,False,2
k03mad,234,234,False,7
luis505050,15,15,True,2
l0uisgrange,58,108,False,3
formationWeb-Lus,41,41,True,2
Vanshaj14Mohan,503,503,False,5
erlenmeyer316,51,51,False,2
ZeroxCorbin,8,8,False,5
saifshamsi28,198,198,False,2
KacperLudwiczak,20,20,False,3
HHimanshu25,4,4,False,2
fbosch,1493,1729,False,2
Vitaliy-Berezhnoy,17,17,True,2
MiguelAugusto02,7,7,False,3
leynos,1167,1167,False,18
princemuel,85,85,False,2
fisherrjd,182,182,False,2
daimond113,3,88,False,2
Boy132,120,120,True,2
renancvitor,160,251,False,4
tupui,213,237,False,2
matiasrozenblum,95,95,False,2
uzvarUA,32,32,False,2
kamangir,1695,1912,False,7
BekaMan95,27,27,False,2
willkl2415,102,102,False,2
Khalil2000web,82,82,False,3
ramonamagadan18,6,6,True,3
raphaellyzzz,14,14,False,3
riticulous,6,6,False,2
makabaka1880,40,45,True,2
Gurpratap-Smagh,5,5,True,2
danauerbach,25,37,False,3
Abe27342,7,7,True,3
ono-kojiro,185,185,True,2
